projectname,language,totalcommits,sloc,time,hour,filechangecount,duration,contributors,ageyear,contributor,total_file_num,fileabslog,filepro,fileprolog,commitlog,sloclog,durationlog,contrilog,dynamicstatic,strongweak
Tencent-mars,C++,148,315077,268850,74.68055556,1,12381606,11,0.398071181,11,2697,0,0.000370782,-3.430881357,2.170261715,5.498416702,-0.400039263,1.041392685,static,weak
Tencent-tinker,Java,143,26862,863989,239.9969444,1,20754128,12,0.667249486,12,213,0,0.004694836,-2.328379574,2.155336037,4.429138345,-0.175711752,1.079181246,static,strong
tensorflow-models,Python,697,38909,1325310,368.1416667,1,39264280,169,1.262354681,169,301,0,0.003322259,-2.478566513,2.843232778,4.590050069,0.101181395,2.227886705,dynamic,strong
tesseract-ocr-tesseract,C++,1893,110883,6436006,1787.779444,1,86032501,55,2.765962609,55,271,0,0.003690037,-2.432969279,3.277150614,5.044864968,0.441846305,1.740362689,static,weak
thedillonb-CodeHub,C#,443,25819,2791460,775.4055556,5,119281203,5,3.83491522,5,338,0.698970004,0.014792899,-1.829946708,2.646403726,4.411939418,0.583755767,0.698970004,static,strong
Thibaut-devdocs,Ruby,1996,20062,819930.5,227.7584722,1,111260633,53,3.577052244,53,448,0,0.002232143,-2.651277986,3.300160537,4.302374226,0.553525283,1.72427587,dynamic,strong
thoughtbot-bourbon,Ruby,1118,1330,3844679,1067.966389,1,190325920,103,6.11901749,103,51,0,0.019607843,-1.707570179,3.048441804,3.123851641,0.786681695,2.012837225,dynamic,strong
thoughtbot-factory_girl,Ruby,876,6359,5889068,1635.852222,2,281397863,155,9.046999196,155,130,0.301029996,0.015384615,-1.812913368,2.942504106,3.803388825,0.956504552,2.190331698,dynamic,strong
thoughtbot-paperclip,Ruby,1882,12717,31530947,8758.596389,2,286041700,348,9.196299511,348,143,0.301029996,0.013986014,-1.854306041,3.274619619,4.104384671,0.963613107,2.541579244,dynamic,strong
tmux-tmux,C,6367,34796,-1,-0.000277778,1,60524825,8,1.945885577,8,160,0,0.00625,-2.204119983,3.80393485,4.541529322,0.289117299,0.903089987,static,weak
tmuxinator-tmuxinator,Ruby,638,2497,8893768,2470.491111,1,201881410,101,6.490528871,101,22,0,0.045454545,-1.342422685,2.804820679,3.397418542,0.812280086,2.004321374,dynamic,strong
tootsuite-mastodon,Ruby,2703,13380,249872,69.40888889,2,37745915,306,1.213538934,306,503,0.301029996,0.003976143,-2.400538005,3.431846046,4.126456113,0.084053714,2.485721426,dynamic,strong
torch-torch7,C,1269,16705,8402135.5,2333.926528,1,111800762,126,3.594417503,126,49,0,0.020408163,-1.690196086,3.103461622,4.22284648,0.55562852,2.100370545,static,weak
tornadoweb-tornado,Python,3394,25660,-1,-0.000277778,1,241427084,259,7.761930427,259,116,0,0.00862069,-2.064457972,3.530711838,4.409256652,0.889969746,2.413299764,dynamic,strong
TryGhost-Ghost,JS,7332,52574,425494.5,118.1929167,2,126233447,270,4.058431295,270,498,0.301029996,0.004016064,-2.396199375,3.865222456,4.720771021,0.608358198,2.431363764,dynamic,weak
TTTAttributedLabel-TTTAttributedLabel,Obj-C,695,2545,8721251.5,2422.569861,1,189174168,92,6.081988426,92,8,0,0.125,-0.903089987,2.841984805,3.405687787,0.784045589,1.963787827,static,weak
twbs-bootstrap,JS,15994,20823,70919.5,19.69986111,2,181924860,412,5.848921682,412,52,0.301029996,0.038461538,-1.414973353,4.203957092,4.318543299,0.767075806,2.614897216,dynamic,weak
twbs-bootstrap-sass,Ruby,1006,5594,428231,118.9530556,1,178563671,95,5.740858764,95,170,0,0.005882353,-2.230448917,3.002597981,3.747722462,0.758976863,1.977723605,dynamic,strong
twigphp-Twig,PHP,3601,13751,-1,-0.000277778,1,238948582,272,7.682246078,272,243,0,0.004115226,-2.385606309,3.556423121,4.138334282,0.885488214,2.434568904,dynamic,weak
twostairs-paperwork,PHP,1173,18552,1648244.5,457.8456944,1,89504260,41,2.877580376,41,79,0,0.012658228,-1.897627086,3.069298012,4.268390736,0.459027463,1.612783857,dynamic,weak
typicode-json-server,JS,588,2082,-1,-0.000277778,1,108340727,44,3.483176665,44,29,0,0.034482759,-1.462397993,2.769377326,3.318480725,0.541975502,1.643452676,dynamic,weak
uglide-RedisDesktopManager,C++,1172,4790,1125629,312.6747222,2,118210132,21,3.800480067,21,49,0.301029996,0.040816327,-1.389166079,3.068927612,3.680335513,0.579838459,1.322219295,static,weak
Unitech-pm2,JS,3526,21381,2468145,685.5958333,1,124792475,151,4.012103749,151,325,0,0.003076923,-2.511883372,3.547282308,4.330028014,0.603372155,2.178976947,dynamic,weak
uWebSockets-uWebSockets,C++,871,6475,334510,92.91944444,1,35364020,37,1.13696052,37,1,0,1,0,2.940018155,3.811239773,0.055745384,1.568201724,static,weak
v8-v8,C++,39553,1111735,-1,-0.000277778,1,82326930,187,2.646827739,187,1153,0,0.000867303,-3.061829151,4.597179429,6.046001278,0.422725677,2.271841607,static,weak
Valloric-YouCompleteMe,Python,2067,8090,356098,98.91611111,1,159353266,122,5.123240291,122,53,0,0.018867925,-1.724275859,3.315340477,3.907948522,0.709544726,2.086359831,dynamic,strong
venmo-synx,Ruby,212,688,12129974,3369.437222,4,95095881,17,3.057352141,17,15,0.602059991,0.266666667,-0.574031267,2.326335861,2.837588438,0.485345463,1.230448921,dynamic,strong
ViccAlexander-Chameleon,Obj-C,340,2771,315531,87.6475,1,87533931,23,2.814233893,23,15,0,0.066666667,-1.176091257,2.531478917,3.442636526,0.449360189,1.361727836,static,weak
vim-vim,C,7145,300982,-1,-0.000277778,2,53967364,1,1.735061857,1,121,0.301029996,0.016528926,-1.781755365,3.854002233,5.478540524,0.239314963,0,static,weak
vuejs-vue,JS,1891,86367,110807,30.77972222,2,118830909,97,3.820438175,97,335,0.301029996,0.005970149,-2.22401483,3.276691529,4.936347834,0.582113176,1.986771734,dynamic,weak
vurtun-nuklear,C,1318,29137,197288.5,54.80236111,1,66608874,43,2.141489005,43,18,0,0.055555556,-1.255272502,3.11991541,4.464444834,0.330715849,1.633468456,static,weak
walkor-Workerman,PHP,853,3783,1488486,413.4683333,1,107410232,25,3.45326106,25,23,0,0.043478261,-1.361727835,2.930949031,3.577836341,0.538229411,1.397940009,dynamic,weak
webpack-webpack,JS,3883,38416,812909.5,225.8081944,2,162525106,289,5.225215599,289,1406,0.301029996,0.001422475,-2.846955358,3.589167391,4.584512143,0.718104215,2.460897843,dynamic,weak
WhisperSystems-Signal-Android,Java,2842,69397,6200269,1722.296944,1,169919928,149,5.462960648,149,641,0,0.001560062,-2.806858142,3.453624074,4.841340697,0.737428072,2.173186268,static,strong
wkhtmltopdf-wkhtmltopdf,C++,1068,8578,-1,-0.000277778,1,244243937,49,7.852492831,49,108,0,0.009259259,-2.033423768,3.028571253,3.933386042,0.895007549,1.69019608,static,weak
WordPress-WordPress,PHP,36449,179897,-1,-0.000277778,1,171176083,38,5.50334629,38,813,0,0.001230012,-2.910090652,4.561685618,5.255023921,0.740626841,1.579783597,dynamic,weak
Wox-launcher-Wox,C#,1563,11517,1426286.5,396.1906944,1,106431028,61,3.42177945,61,164,0,0.006097561,-2.214843846,3.193958978,4.061339367,0.534252014,1.785329835,static,strong
WP-API-WP-API,PHP,4261,14340,709136,196.9822222,1,123815237,99,3.980685346,99,41,0,0.024390244,-1.612783855,3.629511534,4.156549151,0.59995785,1.995635195,dynamic,weak
xbmc-xbmc,C++,44071,517152,-1,-0.000277778,1,199809669,301,6.423921971,301,1738,0,0.000575374,-3.240049767,4.644152905,5.713618209,0.807800257,2.478566496,static,weak
XX-net-XX-Net,Python,1320,292218,893764,248.2677778,1,72584649,43,2.3336114,43,962,0,0.001039501,-2.983175089,3.120573931,5.465706964,0.368028538,1.633468456,dynamic,strong
yarnpkg-yarn,JS,1400,20788,595341,165.3725,6,40674044,253,1.307678884,253,237,0.77815125,0.025316456,-1.59659709,3.146128036,4.317812708,0.116501111,2.403120521,dynamic,weak
yiisoft-yii,PHP,6541,742721,6889516.5,1913.754583,1,164576018,259,5.291152842,259,1950,0,0.000512821,-3.290034199,3.815644149,5.870825704,0.723550307,2.413299764,dynamic,weak
yiisoft-yii2,PHP,16563,123601,174055,48.34861111,1,164752044,423,5.296812114,423,733,0,0.001364256,-2.865104128,4.219139002,5.092021984,0.724014568,2.626340367,dynamic,weak
zealdocs-zeal,C++,1388,4839,-1,-0.000277778,1,135252570,33,4.348397955,33,31,0,0.032258065,-1.491361687,3.142389466,3.684755622,0.638329283,1.51851394,static,weak
zeit-hyper,JS,764,5995,6422777,1784.104722,1,26546319,130,0.853469618,130,74,0,0.013513514,-1.869231704,2.883093359,3.777789187,-0.068811934,2.113943352,dynamic,weak
zenorocha-clipboard.js,JS,240,1025,418041.5,116.1226389,2,51281705,37,1.648717368,37,8,0.301029996,0.25,-0.602059991,2.380211242,3.010723865,0.217146213,1.568201724,dynamic,weak
zwaldowski-BlocksKit,Obj-C,1125,6560,22957458.5,6377.071806,1,188243604,55,6.052070602,55,74,0,0.013513514,-1.869231704,3.051152522,3.816903839,0.781903986,1.740362689,static,weak
zxing-zxing,Java,3331,104384,71250,19.79166667,2,175470753,70,5.641420814,70,617,0.301029996,0.003241491,-2.48925518,3.522574633,5.018633935,0.751388497,1.84509804,static,strong
zyedidia-micro,Go,1230,11400,3705740,1029.372222,1,36237212,58,1.165033822,58,37,0,0.027027027,-1.568201725,3.089905111,4.056904851,0.066338534,1.763427994,static,strong
